log_id,scooter_id,maintenance_date,issue_type,cost_usd,technician_id
LOG00720,SC0102,2024-09-19T21:47:36,battery_replacement,117.05,TECH18
LOG00721,SC0030,2024-08-16T17:25:00,battery_replacement,479.3,TECH12
LOG00722,SC0080,2025-06-08T17:54:34,software_update,287.13,TECH17
LOG00723,SC0025,2024-04-19T09:09:22,display_fault,580.8,TECH18
LOG00724,SC0059,2024-10-01T09:48:44,software_update,358.6,TECH08
LOG00725,SC0167,2025-05-08T08:08:30,frame_damage,156.16,TECH16
LOG00726,SC0089,2025-04-26T07:52:09,battery_replacement,740.06,TECH03
LOG00727,SC0280,2025-01-31T19:32:17,motor_issue,614.69,TECH18
LOG00728,SC0094,2025-04-04T21:28:10,frame_damage,124.22,TECH05
LOG00729,SC0278,2025-05-27T18:39:25,motor_issue,244.32,TECH04
LOG00730,SC0001,2024-10-28T09:49:37,brake_repair,113.68,TECH14
LOG00731,SC0105,2025-04-01T20:09:53,battery_replacement,513.18,TECH03
LOG00732,SC0178,2024-07-30T09:54:41,throttle_repair,782.93,TECH10
LOG00733,SC0179,2024-05-03T12:22:15,tire_puncture,75.27,TECH13
LOG00734,SC0066,2025-01-31T07:19:48,display_fault,723.67,TECH16
LOG00735,SC0188,2025-07-03T00:00:00,throttle_repair,412.84,TECH20
LOG00736,SC0067,2025-06-13T08:50:55,brake_repair,694.38,TECH13
LOG00737,SC0015,2025-12-01T00:00:00,battery_replacement,78.14,TECH15
LOG00738,SC0162,2025-03-15T08:24:17,battery_replacement,669.43,TECH12
LOG00739,SC0002,2024-10-14T06:52:50,general_service,536.41,TECH13
LOG00740,SC0045,2024-10-16T10:09:58,tire_puncture,316.9,TECH06
LOG00741,SC0185,2024-08-15T08:59:25,tire_puncture,679.56,TECH17
LOG00742,SC0079,2024-12-03T18:06:02,brake_repair,655.84,TECH13
LOG00743,SC0033,2025-03-31T17:53:53,battery_replacement,372.39,TECH14
LOG00744,SC0151,2024-05-23T07:51:47,throttle_repair,648.61,TECH01
LOG00745,SC0152,2024-04-24T16:16:15,frame_damage,356.62,TECH15
LOG00746,SC0053,2025-03-07T08:19:02,general_service,698.3,TECH03
LOG00747,SC0083,2024-04-29T15:31:19,general_service,596.19,TECH17
LOG00748,SC0031,2025-02-23T08:38:46,battery_replacement,510.23,TECH03
LOG00749,SC0167,2024-05-30T20:15:43,display_fault,117.29,TECH12
LOG00750,SC0022,2025-01-24T13:40:07,display_fault,204.93,TECH07
LOG00751,SC0055,2024-05-08T12:14:48,tire_puncture,216.89,TECH11
LOG00752,SC0157,2024-03-22T05:00:47,battery_replacement,418.5,TECH02
LOG00753,SC0280,2025-05-25T17:08:44,battery_replacement,602.94,TECH20
LOG00754,SC0021,2025-04-18T07:11:30,frame_damage,302.77,TECH12
LOG00755,SC0046,2025-05-27T00:35:58,software_update,671.71,TECH14
LOG00756,SC0145,2025-03-13T19:18:31,battery_replacement,-248.01,TECH02
LOG00757,SC0043,2025-07-31T00:00:00,motor_issue,303.12,TECH14
LOG00758,SC0067,2025-03-24T21:09:08,brake_repair,551.82,TECH16
LOG00759,SC0050,2024-04-30T12:04:06,motor_issue,593.31,TECH07
LOG00760,SC0063,2024-09-18T19:18:56,general_service,210.37,TECH07
LOG00761,SC0141,2024-10-30T08:05:23,display_fault,383.01,TECH01
LOG00762,SC0147,2024-11-28T21:53:26,software_update,497.3,TECH03
LOG00763,SC0149,2025-05-30T09:08:44,brake_repair,196.43,TECH04
LOG00764,SC0110,2025-05-06T15:56:01,battery_replacement,668.98,TECH04
LOG00765,SC0200,2024-05-17T09:34:47,display_fault,696.7,TECH17
LOG00766,SC0069,2024-03-17T23:03:23,throttle_repair,719.42,TECH08
LOG00767,SC0193,2025-05-13T18:14:56,motor_issue,93.82,TECH02
LOG00768,SC0029,2024-02-13T18:58:10,general_service,288.84,TECH04
LOG00769,SC0107,2024-08-19T18:48:26,software_update,215.48,TECH04
LOG00770,SC0102,2025-05-30T07:00:08,general_service,685.33,TECH07
LOG00771,SC0046,2024-03-18T17:38:46,battery_replacement,175.01,TECH14
LOG00772,SC0017,2025-04-14T09:48:54,battery_replacement,753.96,TECH08
LOG00773,SC0181,2024-03-07T23:31:48,throttle_repair,482.94,TECH06
LOG00774,SC0035,2024-09-18T18:15:22,general_service,673.49,TECH02
LOG00775,SC0030,2024-09-28T07:50:29,display_fault,501.32,TECH09
LOG00776,SC0148,2024-03-19T18:49:49,motor_issue,498.57,TECH12
LOG00777,SC0095,2024-08-24T12:08:23,tire_puncture,199.07,TECH06
LOG00778,SC0033,2024-02-22T12:00:03,throttle_repair,774.75,TECH02
LOG00779,SC0006,2024-01-16T19:58:41,general_service,154.72,TECH10
LOG00780,SC0092,2024-05-05T14:08:26,software_update,513.8,TECH13
LOG00781,SC0117,2024-10-04T09:56:52,general_service,629.11,TECH07
LOG00782,SC0081,2024-04-24T09:05:44,throttle_repair,756.58,TECH14
LOG00783,SC0062,2024-01-03T17:58:45,display_fault,777.36,TECH09
LOG00784,SC0160,2025-02-11T08:49:55,display_fault,450.78,TECH03
LOG00785,SC0194,2024-10-17T06:52:28,software_update,450.0,TECH16
LOG00786,SC0119,2025-05-15T18:51:54,tire_puncture,179.18,TECH09
LOG00787,SC0152,2024-06-10T18:01:32,frame_damage,131.92,TECH12
LOG00788,SC0077,2025-04-15T10:13:38,display_fault,765.47,TECH02
LOG00789,SC0166,2024-05-17T21:03:49,brake_repair,712.67,TECH15
LOG00790,SC0020,2024-04-11T07:19:38,battery_replacement,695.85,TECH16
LOG00791,SC0162,2025-09-07T00:00:00,throttle_repair,554.51,TECH20
LOG00792,SC0150,2024-11-26T11:12:06,tire_puncture,557.58,TECH17
LOG00793,SC0059,2024-09-06T20:05:37,display_fault,751.19,TECH14
LOG00794,SC0128,2025-06-10T21:16:02,display_fault,341.23,TECH06
LOG00795,SC0039,2024-09-04T14:01:12,tire_puncture,685.6,TECH09
LOG00796,SC0186,2024-06-11T23:41:26,software_update,343.03,TECH17
LOG00797,SC0029,2024-09-21T18:46:26,display_fault,739.12,TECH17
LOG00798,SC0190,2025-05-28T21:07:55,tire_puncture,-113.8,TECH19
LOG00799,SC0133,2025-05-21T18:09:53,battery_replacement,-411.5,TECH18
LOG00800,SC0110,2025-07-13T00:00:00,battery_replacement,309.43,TECH16
LOG00801,SC0115,2024-07-08T15:41:06,tire_puncture,135.1,TECH05
LOG00802,SC0008,2024-05-29T18:31:30,software_update,465.75,TECH14
LOG00803,SC0126,2025-04-03T09:02:50,software_update,368.5,TECH09
LOG00804,SC0275,2024-12-10T21:20:55,display_fault,179.02,TECH04
LOG00805,SC0165,2025-04-20T17:02:57,motor_issue,284.45,TECH14
LOG00806,SC0140,2024-04-05T07:06:19,frame_damage,527.27,TECH16
LOG00807,SC0098,2025-03-01T16:07:27,motor_issue,201.82,TECH05
LOG00808,SC0067,2024-07-20T14:41:42,frame_damage,620.88,TECH02
LOG00809,SC0026,2024-12-31T01:20:42,brake_repair,393.63,TECH03
LOG00810,SC0060,2024-08-14T09:00:37,frame_damage,731.58,TECH03
LOG00811,SC0079,2025-01-07T18:16:22,frame_damage,211.03,TECH05
LOG00812,SC0127,2024-10-27T14:13:04,tire_puncture,754.38,TECH04
LOG00813,SC0170,2024-08-27T20:09:49,motor_issue,422.42,TECH10
LOG00814,SC0002,2024-09-09T07:11:45,software_update,479.04,TECH05
LOG00815,SC0175,2024-07-26T19:35:05,throttle_repair,260.35,TECH20
LOG00816,SC0012,2025-08-16T00:00:00,frame_damage,509.46,TECH01
LOG00817,SC0192,2024-03-25T14:52:47,display_fault,595.65,TECH20
LOG00818,SC0184,2024-11-12T08:40:37,frame_damage,115.44,TECH08
LOG00819,SC0111,2025-05-02T11:53:54,brake_repair,355.1,TECH08
LOG00820,SC0039,2025-02-24T16:19:17,general_service,401.87,TECH15
LOG00821,SC0183,2024-05-24T08:24:12,tire_puncture,762.01,TECH08
LOG00822,SC0189,2025-04-08T14:35:08,tire_puncture,164.17,TECH12
LOG00823,SC0037,2024-11-13T12:49:01,brake_repair,533.85,TECH03
LOG00824,SC0035,2024-11-29T04:11:05,display_fault,211.22,TECH17
LOG00825,SC0089,2024-02-23T12:40:14,software_update,546.96,TECH01
LOG00826,SC0164,2024-11-05T11:47:03,general_service,154.0,TECH16
LOG00827,SC0084,2024-04-03T19:39:12,brake_repair,548.3,TECH06
LOG00828,SC0176,2024-08-08T19:42:44,battery_replacement,318.29,TECH17
LOG00829,SC0069,2025-05-26T09:03:24,battery_replacement,380.6,TECH01
LOG00830,SC0102,2024-06-27T13:43:43,battery_replacement,151.58,TECH14
LOG00831,SC0020,2025-05-06T22:03:55,display_fault,316.65,TECH02
LOG00832,SC0119,2024-08-13T18:17:41,motor_issue,756.57,TECH04
LOG00833,SC0046,2024-07-16T17:09:20,frame_damage,373.16,TECH08
LOG00834,SC0172,2024-10-12T15:27:02,motor_issue,410.82,TECH04
LOG00835,SC0112,2025-01-30T09:12:13,battery_replacement,176.29,TECH16
LOG00836,SC0012,2025-02-14T18:50:12,software_update,214.89,TECH05
LOG00837,SC0056,2024-07-30T20:37:10,brake_repair,763.5,TECH04
LOG00838,SC0104,2025-07-28T00:00:00,motor_issue,713.16,TECH01
LOG00839,SC0149,2024-09-26T17:20:14,software_update,-576.71,TECH16
LOG00840,SC0142,2024-01-30T10:56:49,display_fault,-514.31,TECH02
LOG00841,SC0164,2025-03-10T11:54:19,tire_puncture,688.17,TECH15
LOG00842,SC0194,2024-06-25T18:15:24,brake_repair,363.53,TECH17
LOG00843,SC0132,2025-01-27T15:37:01,motor_issue,272.77,TECH14
LOG00844,SC0114,2024-05-19T07:53:20,general_service,728.14,TECH15
LOG00845,SC0108,2024-07-23T21:29:09,motor_issue,282.96,TECH10
LOG00846,SC0167,2025-04-25T13:21:20,tire_puncture,641.52,TECH20
LOG00847,SC0122,2025-05-01T18:50:50,battery_replacement,286.26,TECH14
LOG00848,SC0080,2024-08-25T18:42:53,throttle_repair,151.08,TECH12
LOG00849,SC0115,2025-04-13T07:28:56,brake_repair,177.67,TECH20
LOG00850,SC0019,2025-05-26T13:33:39,motor_issue,786.31,TECH08
LOG00851,SC0092,2024-03-11T18:14:52,tire_puncture,431.22,TECH12
LOG00852,SC0081,2024-09-19T18:05:40,battery_replacement,373.12,TECH11
LOG00853,SC0004,2024-05-23T22:22:29,display_fault,485.3,TECH17
LOG00854,SC0099,2025-02-09T07:37:24,general_service,680.02,TECH09
LOG00855,SC0162,2024-11-06T18:29:30,throttle_repair,153.31,TECH09
LOG00856,SC0074,2024-05-13T15:54:44,general_service,149.75,TECH12
LOG00857,SC0172,2024-09-07T15:09:39,software_update,267.76,TECH03
LOG00858,SC0009,2024-07-12T13:42:34,general_service,156.71,TECH09
LOG00859,SC0094,2024-05-28T14:16:27,frame_damage,684.19,TECH10
LOG00860,SC0139,2024-07-12T06:40:54,tire_puncture,731.96,TECH18
LOG00861,SC0035,2025-05-21T09:27:44,general_service,194.49,TECH20
LOG00862,SC0109,2024-02-20T07:12:15,software_update,414.29,TECH09
LOG00863,SC0024,2024-09-13T14:53:55,tire_puncture,778.31,TECH02
LOG00864,SC0196,2024-08-16T10:55:36,frame_damage,-729.8,TECH07
LOG00865,SC0055,2024-03-16T09:06:50,frame_damage,696.74,TECH07
LOG00866,SC0190,2025-03-18T17:14:27,display_fault,213.84,TECH01
LOG00867,SC0083,2024-04-01T16:06:48,motor_issue,307.8,TECH18
LOG00868,SC0076,2024-04-24T17:40:46,software_update,239.38,TECH09
LOG00869,SC0143,2024-07-03T18:52:48,tire_puncture,403.27,TECH10
LOG00870,SC0115,2024-02-22T07:29:34,software_update,117.24,TECH04
LOG00871,SC0138,2025-05-09T09:03:08,frame_damage,-562.56,TECH06
LOG00872,SC0175,2024-02-22T10:01:21,display_fault,789.75,TECH09
LOG00873,SC0053,2024-04-02T16:08:52,brake_repair,675.24,TECH06
LOG00874,SC0192,2024-09-06T13:32:34,battery_replacement,281.41,TECH18
LOG00875,SC0176,2025-04-29T17:42:30,brake_repair,530.3,TECH12
LOG00876,SC0170,2024-04-12T08:30:31,throttle_repair,98.03,TECH15
LOG00877,SC0027,2024-03-14T18:35:28,frame_damage,557.92,TECH04
LOG00878,SC0034,2025-12-22T00:00:00,tire_puncture,294.27,TECH14
LOG00879,SC0194,2024-05-03T19:45:22,general_service,634.17,TECH16
LOG00880,SC0117,2025-05-29T09:55:00,software_update,760.08,TECH02
LOG00881,SC0114,2024-08-02T16:55:41,software_update,338.16,TECH15
LOG00882,SC0093,2024-04-12T08:57:29,throttle_repair,759.71,TECH04
LOG00883,SC0048,2024-10-25T17:44:43,motor_issue,323.18,TECH12
LOG00884,SC0092,2024-10-16T10:11:50,frame_damage,61.47,TECH16
LOG00885,SC0115,2024-07-16T11:09:05,frame_damage,131.83,TECH20
LOG00886,SC0088,2024-09-24T19:29:01,motor_issue,569.29,TECH16
LOG00887,SC0004,2024-06-12T07:19:35,battery_replacement,795.88,TECH11
LOG00888,SC0189,2024-07-03T21:55:57,battery_replacement,160.13,TECH15
LOG00889,SC0280,2024-04-12T17:05:42,display_fault,638.4,TECH18
LOG00890,SC0004,2024-11-16T07:41:06,brake_repair,700.33,TECH09
LOG00891,SC0095,2025-03-02T16:17:59,motor_issue,389.31,TECH05
LOG00892,SC0142,2024-05-23T19:38:08,general_service,254.15,TECH11
LOG00893,SC0065,2024-03-10T18:18:17,frame_damage,59.95,TECH07
LOG00894,SC0184,2025-05-26T09:23:11,throttle_repair,470.96,TECH15
LOG00895,SC0025,2024-06-09T11:31:04,brake_repair,533.44,TECH12
LOG00896,SC0184,2025-05-11T18:50:39,frame_damage,524.05,TECH15
LOG00897,SC0118,2024-09-27T14:24:57,general_service,-439.31,TECH12
LOG00898,SC0097,2024-06-05T15:04:05,brake_repair,496.23,TECH07
LOG00899,SC0118,2025-06-08T23:11:46,software_update,-538.37,TECH17
LOG00900,SC0073,2025-03-11T19:15:45,frame_damage,201.69,TECH20
LOG00901,SC0031,2024-07-18T19:05:23,tire_puncture,439.98,TECH11
LOG00902,SC0067,2024-08-14T07:04:20,display_fault,792.8,TECH16
LOG00903,SC0256,2025-06-23T19:28:11,display_fault,443.64,TECH15
LOG00904,SC0196,2024-03-14T16:31:54,software_update,154.5,TECH03
LOG00905,SC0187,2025-02-06T17:48:35,brake_repair,792.31,TECH06
LOG00906,SC0108,2024-06-05T07:30:51,battery_replacement,520.27,TECH17
LOG00907,SC0100,2024-11-15T12:38:38,general_service,440.16,TECH04
LOG00908,SC0180,2024-05-26T16:44:14,battery_replacement,285.11,TECH19
LOG00909,SC0009,2025-05-01T09:53:28,motor_issue,483.38,TECH19
LOG00910,SC0100,2025-06-04T08:57:42,throttle_repair,589.5,TECH08
LOG00911,SC0164,2025-04-25T10:13:13,general_service,615.63,TECH19
LOG00912,SC0150,2024-06-28T19:50:46,software_update,96.96,TECH16
LOG00913,SC0163,2024-11-22T17:37:11,general_service,96.73,TECH11
LOG00914,SC0015,2024-01-09T07:49:24,battery_replacement,131.69,TECH08
LOG00915,SC0118,2025-02-21T14:03:30,brake_repair,538.24,TECH19
LOG00916,SC0139,2025-03-13T06:56:48,throttle_repair,791.56,TECH12
LOG00917,SC0271,2024-11-28T05:29:27,display_fault,287.53,TECH20
LOG00918,SC0173,2025-04-04T16:46:24,general_service,433.24,TECH15
LOG00919,SC0164,2025-04-14T09:15:42,software_update,612.85,TECH03
LOG00920,SC0146,2025-05-10T19:52:59,brake_repair,411.1,TECH19
LOG00921,SC0024,2024-08-08T19:52:25,tire_puncture,417.02,TECH12
LOG00922,SC0037,2024-07-10T19:33:58,software_update,424.11,TECH07
LOG00923,SC0097,2024-12-30T19:05:51,brake_repair,606.72,TECH11
LOG00924,SC0025,2025-02-15T17:06:16,battery_replacement,582.7,TECH10
LOG00925,SC0166,2024-07-12T18:03:00,brake_repair,131.21,TECH12
LOG00926,SC0007,2024-11-12T18:34:04,software_update,138.93,TECH05
LOG00927,SC0288,2024-12-27T11:08:18,motor_issue,761.79,TECH17
LOG00928,SC0200,2024-02-14T14:04:08,motor_issue,363.84,TECH12
LOG00929,SC0084,2024-03-23T13:36:10,motor_issue,231.89,TECH16
LOG00930,SC0047,2025-04-13T18:04:02,display_fault,545.52,TECH03
LOG00931,SC0095,2024-08-07T08:30:33,brake_repair,695.81,TECH10
LOG00932,SC0020,2025-05-08T08:44:34,throttle_repair,522.58,TECH09
LOG00933,SC0283,2025-07-27T00:00:00,battery_replacement,306.58,TECH12
LOG00934,SC0279,2024-04-24T17:58:00,tire_puncture,477.6,TECH01
LOG00935,SC0131,2025-04-07T12:57:40,battery_replacement,521.94,TECH19
LOG00936,SC0254,2025-03-10T19:11:30,frame_damage,616.82,TECH09
LOG00937,SC0019,2025-06-20T07:59:23,general_service,624.86,TECH07
LOG00938,SC0134,2024-09-26T08:51:26,frame_damage,335.0,TECH07
LOG00939,SC0021,2024-09-19T17:41:18,battery_replacement,392.58,TECH10
LOG00940,SC0077,2025-04-09T08:08:27,general_service,261.33,TECH16
LOG00941,SC0109,2025-01-21T11:35:13,display_fault,347.22,TECH03
LOG00942,SC0079,2024-07-01T12:43:21,motor_issue,760.54,TECH17
LOG00943,SC0160,2025-08-08T00:00:00,battery_replacement,329.37,TECH09
LOG00944,SC0125,2024-11-14T12:02:16,motor_issue,515.19,TECH13
LOG00945,SC0100,2024-07-19T17:32:09,tire_puncture,555.17,TECH12
LOG00946,SC0193,2024-12-03T18:05:16,software_update,201.81,TECH06
LOG00947,SC0082,2024-02-05T19:39:56,tire_puncture,407.23,TECH11
LOG00948,SC0038,2025-04-20T08:01:02,throttle_repair,743.19,TECH03
LOG00949,SC0015,2024-04-18T07:33:04,battery_replacement,617.36,TECH11
LOG00950,SC0099,2024-10-11T12:22:29,throttle_repair,292.63,TECH16
LOG00951,SC0146,2024-11-19T06:58:34,general_service,301.72,TECH16
LOG00952,SC0100,2025-05-21T18:13:45,display_fault,314.44,TECH02
LOG00953,SC0125,2025-01-21T19:23:18,throttle_repair,198.15,TECH08
LOG00954,SC0041,2025-01-03T14:15:43,tire_puncture,742.15,TECH13
LOG00955,SC0148,2024-04-08T18:24:54,software_update,235.74,TECH08
LOG00956,SC0095,2025-10-12T00:00:00,tire_puncture,652.73,TECH01
LOG00957,SC0151,2025-04-09T13:35:41,software_update,112.18,TECH03
LOG00958,SC0195,2024-07-08T17:37:06,battery_replacement,-654.48,TECH09
LOG00959,SC0026,2024-02-19T20:03:22,frame_damage,206.08,TECH13
LOG00960,SC0114,2024-10-07T07:57:53,tire_puncture,310.74,TECH19
LOG00961,SC0117,2025-02-12T14:10:06,brake_repair,129.44,TECH08
LOG00962,SC0190,2024-05-27T18:52:26,brake_repair,-590.84,TECH19
LOG00963,SC0037,2025-06-06T19:19:10,frame_damage,419.46,TECH07
LOG00964,SC0087,2024-10-14T08:19:20,brake_repair,359.75,TECH10
LOG00965,SC0037,2025-02-04T20:22:44,display_fault,757.18,TECH10
LOG00966,SC0168,2024-12-16T16:06:36,software_update,602.19,TECH01
LOG00967,SC0104,2024-02-29T18:21:36,battery_replacement,383.68,TECH14
LOG00968,SC0002,2024-11-22T16:05:35,tire_puncture,112.15,TECH16
LOG00969,SC0019,2024-10-27T22:57:14,display_fault,527.64,TECH05
LOG00970,SC0110,2025-03-01T19:26:53,motor_issue,755.78,TECH19
LOG00971,SC0175,2024-12-16T14:09:21,display_fault,199.57,TECH01
LOG00972,SC0031,2024-10-16T14:09:39,frame_damage,162.28,TECH03
LOG00973,SC0060,2025-05-05T16:32:25,brake_repair,281.41,TECH05
LOG00974,SC0145,2025-04-01T17:38:45,frame_damage,587.1,TECH07
LOG00975,SC0028,2024-04-26T21:28:32,display_fault,259.73,TECH13
LOG00976,SC0165,2025-01-10T08:53:13,motor_issue,310.53,TECH05
LOG00977,SC0066,2025-04-09T18:18:02,software_update,520.97,TECH13
LOG00978,SC0068,2025-05-04T07:07:28,tire_puncture,640.71,TECH11
LOG00979,SC0166,2024-04-20T15:54:39,general_service,386.39,TECH20
LOG00980,SC0152,2025-02-03T23:15:05,tire_puncture,191.86,TECH04
LOG00981,SC0122,2024-11-27T17:50:38,battery_replacement,166.88,TECH03
LOG00982,SC0052,2024-08-01T17:11:57,frame_damage,200.5,TECH16
LOG00983,SC0066,2024-12-07T13:41:59,frame_damage,500.31,TECH02
LOG00984,SC0144,2024-03-08T22:28:15,frame_damage,400.12,TECH09
LOG00985,SC0018,2025-03-06T12:37:23,tire_puncture,347.76,TECH20
LOG00986,SC0147,2025-11-29T00:00:00,brake_repair,694.46,TECH04
LOG00987,SC0034,2024-07-05T16:39:33,brake_repair,118.57,TECH19
LOG00988,SC0075,2025-04-18T12:01:18,brake_repair,546.01,TECH16
LOG00989,SC0069,2025-03-08T15:11:16,frame_damage,604.4,TECH16
LOG00990,SC0144,2024-12-20T17:33:14,throttle_repair,223.73,TECH08
LOG00991,SC0069,2024-04-01T18:19:36,display_fault,51.93,TECH16
LOG00992,SC0138,2024-11-10T13:30:49,general_service,250.51,TECH01
LOG00993,SC0066,2024-04-09T07:13:44,software_update,-165.45,TECH05
LOG00994,SC0113,2025-05-22T19:07:12,brake_repair,506.28,TECH13
LOG00995,SC0058,2024-03-28T06:57:18,general_service,624.63,TECH16
LOG00996,SC0032,2024-06-16T17:21:35,tire_puncture,608.46,TECH05
LOG00997,SC0173,2024-09-25T00:21:57,frame_damage,334.51,TECH09
LOG00998,SC0060,2024-05-31T08:47:58,frame_damage,287.22,TECH13
LOG00999,SC0074,2024-05-05T22:06:36,general_service,293.38,TECH20
LOG01000,SC0126,2025-03-05T08:30:31,general_service,615.11,TECH06
LOG01001,SC0146,2024-08-19T23:49:48,frame_damage,-761.09,TECH11
LOG01002,SC0192,2025-05-18T11:36:05,tire_puncture,495.15,TECH19
LOG01003,SC0068,2025-06-06T19:29:37,display_fault,424.72,TECH12
LOG01004,SC0006,2025-01-22T20:19:06,display_fault,673.98,TECH19
LOG01005,SC0043,2024-02-14T19:14:47,tire_puncture,315.8,TECH11
LOG01006,SC0110,2024-06-25T12:35:34,display_fault,291.95,TECH20
LOG01007,SC0131,2024-11-19T12:17:41,display_fault,112.64,TECH04
LOG01008,SC0020,2024-05-06T20:15:38,tire_puncture,510.34,TECH20
LOG01009,SC0082,2025-03-19T09:13:47,brake_repair,551.79,TECH09
LOG01010,SC0182,2024-01-22T18:16:32,general_service,347.43,TECH17
LOG01011,SC0190,2024-03-01T02:10:55,general_service,502.68,TECH06
LOG01012,SC0126,2025-03-18T23:58:17,software_update,599.75,TECH20
LOG01013,SC0152,2025-02-03T11:46:26,battery_replacement,84.67,TECH09
LOG01014,SC0090,2024-01-26T19:30:39,tire_puncture,546.34,TECH11
LOG01015,SC0017,2025-03-25T09:28:29,tire_puncture,570.25,TECH19
LOG01016,SC0020,2024-04-01T07:49:36,software_update,662.35,TECH11
LOG01017,SC0163,2024-06-25T05:18:37,software_update,799.92,TECH02
LOG01018,SC0131,2024-05-14T08:26:20,display_fault,554.11,TECH03
LOG01019,SC0046,2024-12-25T11:03:39,display_fault,301.0,TECH04
LOG01020,SC0134,2024-08-02T09:14:40,general_service,780.6,TECH19
LOG01021,SC0033,2024-04-04T01:37:19,display_fault,58.55,TECH18
LOG01022,SC0160,2024-02-24T18:42:22,battery_replacement,608.46,TECH20
LOG01023,SC0050,2024-03-08T22:01:59,throttle_repair,735.83,TECH15
LOG01024,SC0107,2024-05-19T12:46:57,display_fault,123.15,TECH17
LOG01025,SC0017,2024-01-13T08:09:38,tire_puncture,325.6,TECH16
LOG01026,SC0132,2024-04-10T09:38:09,brake_repair,744.08,TECH16
LOG01027,SC0106,2024-11-30T08:39:11,motor_issue,398.14,TECH04
LOG01028,SC0290,2024-02-08T18:44:18,general_service,508.26,TECH01
LOG01029,SC0081,2024-07-25T17:06:30,brake_repair,118.34,TECH11
LOG01030,SC0030,2025-02-06T11:05:43,frame_damage,741.2,TECH16
LOG01031,SC0174,2024-08-08T06:54:05,battery_replacement,225.03,TECH14
LOG01032,SC0080,2025-09-09T00:00:00,general_service,227.47,TECH04
LOG01033,SC0132,2024-02-24T13:41:06,display_fault,70.68,TECH20
LOG01034,SC0004,2025-11-27T00:00:00,frame_damage,-793.57,TECH14
LOG01035,SC0278,2025-05-19T14:51:16,frame_damage,131.88,TECH04
LOG01036,SC0160,2024-01-30T04:17:02,throttle_repair,123.16,TECH17
LOG01037,SC0153,2025-02-27T11:20:03,general_service,357.58,TECH19
LOG01038,SC0193,2024-12-08T13:38:56,battery_replacement,421.58,TECH13
LOG01039,SC0096,2025-03-22T18:30:12,display_fault,255.99,TECH04
LOG01040,SC0061,2024-07-20T07:45:14,throttle_repair,797.86,TECH03
LOG01041,SC0111,2024-02-14T18:05:20,throttle_repair,319.66,TECH10
LOG01042,SC0131,2024-03-25T09:39:52,throttle_repair,783.43,TECH19
LOG01043,SC0047,2025-01-17T08:36:03,frame_damage,457.8,TECH13
LOG01044,SC0008,2024-05-06T15:27:00,display_fault,293.79,TECH12
LOG01045,SC0102,2025-06-30T11:55:37,throttle_repair,397.79,TECH19
LOG01046,SC0069,2024-07-01T12:32:09,display_fault,246.99,TECH07
LOG01047,SC0054,2024-02-10T20:00:36,frame_damage,369.85,TECH08
LOG01048,SC0053,2025-03-26T10:18:34,battery_replacement,-485.61,TECH20
LOG01049,SC0162,2025-09-16T00:00:00,brake_repair,497.43,TECH05
LOG01050,SC0013,2024-05-05T12:53:51,battery_replacement,550.32,TECH16
LOG01051,SC0112,2025-06-03T07:33:02,tire_puncture,369.68,TECH01
LOG01052,SC0050,2025-03-20T07:17:39,display_fault,740.36,TECH02
LOG01053,SC0141,2024-12-20T04:56:29,software_update,459.08,TECH06
LOG01054,SC0010,2024-04-07T08:23:40,general_service,300.46,TECH05
LOG01055,SC0176,2025-05-26T11:12:42,motor_issue,162.93,TECH06
LOG01056,SC0125,2025-05-14T05:37:33,software_update,242.12,TECH20
LOG01057,SC0138,2024-02-14T12:53:25,software_update,145.09,TECH13
LOG01058,SC0148,2024-11-26T14:31:18,tire_puncture,576.76,TECH09
LOG01059,SC0067,2025-01-26T09:47:46,tire_puncture,417.63,TECH13
LOG01060,SC0067,2024-03-06T08:03:04,software_update,280.31,TECH14
LOG01061,SC0197,2024-11-07T09:15:49,display_fault,480.96,TECH09
LOG01062,SC0163,2024-08-20T08:41:05,software_update,493.41,TECH01
LOG01063,SC0089,2024-03-26T22:58:04,throttle_repair,123.63,TECH04
LOG01064,SC0118,2024-04-09T12:29:08,software_update,84.65,TECH05
LOG01065,SC0043,2024-04-04T11:54:30,tire_puncture,277.25,TECH18
LOG01066,SC0134,2024-04-16T09:20:24,display_fault,653.15,TECH05
LOG01067,SC0200,2024-07-05T11:38:29,brake_repair,691.57,TECH01
LOG01068,SC0115,2024-06-30T16:48:32,tire_puncture,538.41,TECH02
LOG01069,SC0155,2025-04-11T07:32:58,motor_issue,72.8,TECH02
LOG01070,SC0045,2024-06-04T05:58:05,display_fault,143.37,TECH16
LOG01071,SC0158,2024-06-30T08:48:50,general_service,543.7,TECH20
LOG01072,SC0140,2024-09-15T05:36:05,battery_replacement,319.83,TECH17
LOG01073,SC0086,2024-01-30T18:05:41,throttle_repair,80.52,TECH06
LOG01074,SC0078,2024-05-29T14:35:07,throttle_repair,474.8,TECH12
LOG01075,SC0073,2024-08-20T19:44:39,tire_puncture,480.77,TECH16
LOG01076,SC0151,2024-05-20T10:36:16,tire_puncture,508.82,TECH08
LOG01077,SC0084,2025-04-22T07:47:10,display_fault,271.29,TECH05
LOG01078,SC0164,2025-03-06T13:56:31,throttle_repair,799.48,TECH06
LOG01079,SC0021,2025-03-25T16:36:48,motor_issue,754.04,TECH16
